,COUNTY,VAP,NAME,WVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
250,Garrett,746,Garrett Precinct 08-002,735,8,6,11,746,1,0.985254691689008,0.014745308310991957,732,0.010723860589812333,0.00804289544235925,0.9812332439678284
251,Garrett,572,Garrett Precinct 08-001,565,6,12,7,572,1,0.9877622377622378,0.012237762237762238,554,0.01048951048951049,0.02097902097902098,0.9685314685314685
252,Garrett,1056,Garrett Precinct 14-002,1037,10,17,19,1056,1,0.9820075757575758,0.017992424242424244,1029,0.00946969696969697,0.016098484848484848,0.9744318181818182
253,Garrett,1898,Garrett Precinct 07-000,1852,32,26,46,1898,1,0.9757639620653319,0.02423603793466807,1840,0.01685985247629083,0.0136986301369863,0.9694415173867229
254,Garrett,2642,Garrett Precinct 16-000,2604,26,41,38,2642,1,0.9856169568508706,0.014383043149129448,2575,0.00984102952308857,0.015518546555639667,0.9746404239212718
255,Garrett,1535,Garrett Precinct 10-000,1521,23,25,14,1535,1,0.9908794788273616,0.009120521172638436,1487,0.01498371335504886,0.016286644951140065,0.968729641693811
256,Garrett,2412,Garrett Precinct 14-001,2373,37,31,39,2412,1,0.9838308457711443,0.01616915422885572,2344,0.015339966832504145,0.01285240464344942,0.9718076285240465
257,Garrett,1811,Garrett Precinct 06-000,1677,48,45,134,1811,1,0.9260077305356157,0.07399226946438432,1718,0.02650469353948095,0.02484815019326339,0.9486471562672557
258,Garrett,562,Garrett Precinct 13-000,558,6,22,4,562,1,0.9928825622775801,0.0071174377224199285,534,0.010676156583629894,0.03914590747330961,0.9501779359430605
259,Garrett,1486,Garrett Precinct 01-000,1470,34,37,16,1486,1,0.9892328398384926,0.010767160161507403,1415,0.02288021534320323,0.02489905787348587,0.9522207267833109
260,Garrett,1547,Garrett Precinct 02-000,1514,26,32,33,1547,1,0.9786683904330963,0.021331609566903685,1489,0.01680672268907563,0.02068519715578539,0.962508080155139
261,Garrett,1443,Garrett Precinct 05-000,1420,36,35,23,1443,1,0.9840609840609841,0.01593901593901594,1372,0.02494802494802495,0.024255024255024255,0.9507969507969508
262,Garrett,725,Garrett Precinct 12-000,708,10,10,17,725,1,0.976551724137931,0.023448275862068966,705,0.013793103448275862,0.013793103448275862,0.9724137931034482
263,Garrett,655,Garrett Precinct 04-000,637,14,9,18,655,1,0.9725190839694656,0.02748091603053435,632,0.021374045801526718,0.013740458015267175,0.9648854961832061
264,Garrett,140,Garrett Precinct 11-000,136,2,4,4,140,1,0.9714285714285714,0.02857142857142857,134,0.014285714285714285,0.02857142857142857,0.9571428571428572
269,Garrett,627,Garrett Precinct 03-002,615,13,18,12,627,1,0.9808612440191388,0.019138755980861243,596,0.02073365231259968,0.028708133971291867,0.9505582137161085
270,Garrett,2171,Garrett Precinct 03-001,2136,32,45,35,2171,1,0.9838783970520497,0.016121602947950252,2094,0.014739751266697375,0.020727775218793182,0.9645324735145094
271,Garrett,421,Garrett Precinct 15-000,419,18,9,2,421,1,0.995249406175772,0.004750593824228029,394,0.04275534441805225,0.021377672209026127,0.9358669833729216
272,Garrett,988,Garrett Precinct 09-000,964,39,19,24,988,1,0.9757085020242915,0.024291497975708502,930,0.039473684210526314,0.019230769230769232,0.9412955465587044
