,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,9,10,24,80,404,1,0.801980198019802,0.19801980198019803,361,0.022277227722772276,0.024752475247524754,0.0594059405940594,0.8935643564356436
1,Somerset,726,Somerset Precinct 05-001,591,16,10,49,135,726,1,0.8140495867768595,0.1859504132231405,651,0.02203856749311295,0.013774104683195593,0.0674931129476584,0.8966942148760331
2,Somerset,1165,Somerset Precinct 03-001,861,12,12,36,304,1165,1,0.7390557939914163,0.2609442060085837,1105,0.010300429184549357,0.010300429184549357,0.030901287553648068,0.9484978540772532
3,Somerset,217,Somerset Precinct 13-003,159,4,1,4,58,217,1,0.7327188940092166,0.2672811059907834,208,0.018433179723502304,0.004608294930875576,0.018433179723502304,0.9585253456221198
4,Somerset,3664,Somerset Precinct 13-002,1072,4,5,11,2592,3664,1,0.2925764192139738,0.7074235807860262,3644,0.001091703056768559,0.0013646288209606986,0.003002183406113537,0.9945414847161572
5,Somerset,151,Somerset Precinct 13-001,122,1,0,2,29,151,1,0.8079470198675497,0.19205298013245034,148,0.006622516556291391,0.0,0.013245033112582781,0.9801324503311258
6,Somerset,2355,Somerset Precinct 01-002,1257,31,36,73,1098,2355,1,0.5337579617834395,0.4662420382165605,2215,0.013163481953290871,0.015286624203821656,0.03099787685774947,0.940552016985138
7,Somerset,186,Somerset Precinct 01-003,56,4,4,17,130,186,1,0.3010752688172043,0.6989247311827957,161,0.021505376344086023,0.021505376344086023,0.0913978494623656,0.8655913978494624
8,Somerset,1267,Somerset Precinct 15-002,234,11,28,36,1033,1267,1,0.18468823993685873,0.8153117600631413,1192,0.008681925808997633,0.022099447513812154,0.028413575374901343,0.9408050513022889
9,Somerset,1039,Somerset Precinct 01-001,633,12,18,34,406,1039,1,0.6092396535129933,0.39076034648700675,975,0.011549566891241578,0.017324350336862367,0.032723772858517804,0.9384023099133783
10,Somerset,3771,Somerset Precinct 15-001,692,12,18,32,3079,3771,1,0.18350570140546274,0.8164942985945373,3709,0.0031821797931583136,0.00477326968973747,0.008485812781755503,0.9835587377353487
11,Worcester,2315,Worcester Precinct 01-001,1155,84,52,146,1160,2315,1,0.49892008639308855,0.5010799136069114,2033,0.03628509719222462,0.0224622030237581,0.0630669546436285,0.8781857451403887
12,Somerset,919,Somerset Precinct 04-001,711,11,8,19,208,919,1,0.7736670293797606,0.22633297062023938,881,0.011969532100108813,0.008705114254624592,0.020674646354733407,0.9586507072905331
13,Dorchester,70,Dorchester Precinct 18-001,65,1,0,5,5,70,1,0.9285714285714286,0.07142857142857142,64,0.014285714285714285,0.0,0.07142857142857142,0.9142857142857143
14,Dorchester,49,Dorchester Precinct 11-001,44,6,0,3,5,49,1,0.8979591836734694,0.10204081632653061,40,0.12244897959183673,0.0,0.061224489795918366,0.8163265306122449
15,Dorchester,145,Dorchester Precinct 13-002,79,4,4,13,66,145,1,0.5448275862068965,0.45517241379310347,124,0.027586206896551724,0.027586206896551724,0.0896551724137931,0.8551724137931035
16,Dorchester,206,Dorchester Precinct 17-001,169,6,2,13,37,206,1,0.8203883495145631,0.1796116504854369,185,0.02912621359223301,0.009708737864077669,0.06310679611650485,0.8980582524271845
17,Dorchester,63,Dorchester Precinct 14-002,39,2,4,2,24,63,1,0.6190476190476191,0.38095238095238093,55,0.031746031746031744,0.06349206349206349,0.031746031746031744,0.873015873015873
18,Wicomico,1349,Wicomico Precinct 17-001,1025,34,26,64,324,1349,1,0.759822090437361,0.24017790956263899,1225,0.025203854707190512,0.01927353595255745,0.04744255003706449,0.9080800593031876
19,Dorchester,308,Dorchester Precinct 03-001,274,15,8,18,34,308,1,0.8896103896103896,0.11038961038961038,267,0.048701298701298704,0.025974025974025976,0.05844155844155844,0.8668831168831169
20,Cecil,4593,Cecil Precinct 05-003,4361,128,28,121,232,4593,1,0.9494883518397561,0.05051164816024385,4316,0.02786849553668626,0.006096233398650119,0.02634443718702373,0.9396908338776399
21,Kent,1682,Kent Precinct 01-002,1494,64,11,71,188,1682,1,0.8882282996432818,0.1117717003567182,1536,0.03804994054696789,0.006539833531510107,0.04221165279429251,0.9131985731272295
22,Cecil,2280,Cecil Precinct 02-001,2088,56,16,77,192,2280,1,0.9157894736842105,0.08421052631578947,2131,0.02456140350877193,0.007017543859649123,0.033771929824561404,0.9346491228070175
23,Cecil,2076,Cecil Precinct 02-002,1934,44,17,72,142,2076,1,0.9315992292870906,0.06840077071290944,1943,0.02119460500963391,0.008188824662813102,0.03468208092485549,0.9359344894026975
24,Cecil,4897,Cecil Precinct 05-002,4539,49,22,86,358,4897,1,0.9268940167449459,0.07310598325505412,4740,0.01000612619971411,0.004492546457014498,0.01756177251378395,0.9679395548294875
25,Cecil,3665,Cecil Precinct 09-001,3546,49,14,55,119,3665,1,0.9675306957708049,0.03246930422919509,3547,0.013369713506139155,0.003819918144611187,0.015006821282401092,0.9678035470668486
26,Cecil,2554,Cecil Precinct 05-004,2220,43,17,64,334,2554,1,0.8692247454972593,0.1307752545027408,2430,0.016836335160532498,0.006656225528582615,0.025058731401722788,0.9514487079091621
27,Cecil,4984,Cecil Precinct 05-001,4641,56,30,70,343,4984,1,0.9311797752808989,0.06882022471910113,4828,0.011235955056179775,0.006019261637239166,0.014044943820224719,0.9686998394863563
28,Cecil,7016,Cecil Precinct 03-002,6111,31,12,38,905,7016,1,0.8710091220068416,0.1289908779931585,6935,0.004418472063854048,0.0017103762827822121,0.005416191562143672,0.98845496009122
29,Cecil,6045,Cecil Precinct 03-003,4995,79,35,91,1050,6045,1,0.826302729528536,0.17369727047146402,5840,0.013068651778329199,0.005789909015715467,0.015053763440860216,0.9660876757650951
30,Cecil,4668,Cecil Precinct 04-001,4445,104,37,128,223,4668,1,0.9522279348757497,0.04777206512425022,4399,0.022279348757497857,0.007926306769494431,0.027420736932305057,0.9423736075407027
31,Cecil,6876,Cecil Precinct 03-001,5322,90,37,122,1554,6876,1,0.7739965095986039,0.22600349040139617,6627,0.013089005235602094,0.005381035485747527,0.017742873763816173,0.9637870855148342
