,COUNTYFP20,VAP,Precinct,WVAP,BVAP,HVAP,ASIANVAP,BMAY21PAG,BMAY21PAC,BMAY21PKJ,BMAY21PMW,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,ASIANVAP_pct,OVAP_pct,BMAY21PNone,BMAY21PAG_pct,BMAY21PAC_pct,BMAY21PKJ_pct,BMAY21PMW_pct,BMAY21PNone_pct
1270,025,2401,"WARD 22, PRECINCT 5",1171,139,299,589,36,38,20,108,203,2401,1,0.48771345272802996,0.05789254477301124,0.12453144523115368,0.24531445231153687,0.08454810495626822,2199,0.014993752603082049,0.01582673885880883,0.008329862557267805,0.044981257809246146,0.9158683881715952
1271,025,1634,"WARD 6, PRECINCT 9",1525,11,47,29,336,31,17,79,22,1634,1,0.9332925336597307,0.006731946144430845,0.02876376988984088,0.017747858017135864,0.01346389228886169,1171,0.20563035495716034,0.018971848225214197,0.01040391676866585,0.04834761321909425,0.7166462668298653
1272,025,1305,"WARD 16, PRECINCT 12",1141,72,27,27,598,39,39,51,38,1305,1,0.8743295019157088,0.05517241379310345,0.020689655172413793,0.020689655172413793,0.029118773946360154,578,0.4582375478927203,0.029885057471264367,0.029885057471264367,0.03908045977011494,0.442911877394636
1273,025,2506,"WARD 4, PRECINCT 5",1340,184,145,711,49,77,86,98,126,2506,1,0.5347166799680766,0.07342378292098962,0.057861133280127694,0.28371907422186754,0.05027932960893855,2196,0.019553072625698324,0.030726256983240222,0.034317637669592976,0.03910614525139665,0.8762968874700718
1274,025,3802,"WARD 21, PRECINCT 3",1890,167,307,1267,12,26,15,92,171,3802,1,0.49710678590215673,0.04392425039452919,0.08074697527617043,0.3332456601788532,0.04497632824829037,3657,0.003156233561283535,0.006838506049447659,0.003945291951604419,0.0241977906365071,0.9618621778011572
1275,025,3070,"WARD 1, PRECINCT 13",1394,95,1309,151,182,46,63,160,121,3070,1,0.45407166123778503,0.030944625407166124,0.4263843648208469,0.049185667752443,0.039413680781758956,2619,0.05928338762214984,0.01498371335504886,0.02052117263843648,0.05211726384364821,0.8530944625407166
1276,025,1780,"WARD 22, PRECINCT 12",833,144,387,269,112,39,30,126,147,1780,1,0.46797752808988763,0.08089887640449438,0.21741573033707864,0.151123595505618,0.08258426966292134,1473,0.06292134831460675,0.021910112359550562,0.016853932584269662,0.07078651685393259,0.8275280898876405
1277,025,4440,"WARD 1, PRECINCT 3",2090,240,1446,426,91,107,104,297,238,4440,1,0.47072072072072074,0.05405405405405406,0.3256756756756757,0.09594594594594595,0.053603603603603604,3841,0.020495495495495494,0.0240990990990991,0.023423423423423424,0.06689189189189189,0.8650900900900901
1278,025,1953,"WARD 18, PRECINCT 5",89,1516,227,12,41,102,318,83,109,1953,1,0.045570916538658475,0.7762416794674859,0.11623143881208398,0.006144393241167435,0.055811571940604196,1409,0.020993343573988736,0.05222734254992319,0.16282642089093702,0.04249871991807476,0.7214541730670763
1279,025,5643,"WARD 21, PRECINCT 2",2896,439,536,1450,4,12,2,25,322,5643,1,0.5132021974127238,0.07779549884813043,0.09498493709020024,0.2569555201134148,0.057061846535530744,5600,0.000708842814105972,0.002126528442317916,0.000354421407052986,0.004430267588162325,0.9923799397483608
1280,025,1962,"WARD 7, PRECINCT 7",415,352,767,339,31,23,58,76,89,1962,1,0.21151885830784914,0.17940876656472987,0.390927624872579,0.172782874617737,0.045361875637105,1774,0.01580020387359837,0.011722731906218144,0.029561671763506627,0.03873598369011213,0.9041794087665648
1281,025,1939,"WARD 18, PRECINCT 23",226,1035,559,37,22,33,125,77,82,1939,1,0.11655492521918515,0.5337802991232594,0.2882929345023208,0.019082001031459517,0.042289840123775145,1682,0.011346054667354307,0.01701908200103146,0.06446621970087674,0.039711191335740074,0.8674574522949974
1282,025,1091,"WARD 20, PRECINCT 19",904,25,55,75,267,80,11,125,32,1091,1,0.8285976168652612,0.022914757103574702,0.05041246562786435,0.06874427131072411,0.02933088909257562,608,0.2447296058661778,0.07332722273143905,0.01008249312557287,0.1145737855178735,0.5572868927589367
1283,025,2810,"WARD 1, PRECINCT 5",982,66,1467,125,56,55,50,128,170,2810,1,0.3494661921708185,0.023487544483985764,0.5220640569395018,0.04448398576512456,0.060498220640569395,2521,0.0199288256227758,0.019572953736654804,0.017793594306049824,0.04555160142348755,0.897153024911032
1284,025,2376,"WARD 20, PRECINCT 20",1691,109,198,280,280,94,55,244,98,2376,1,0.7117003367003367,0.045875420875420875,0.08333333333333333,0.11784511784511785,0.041245791245791245,1703,0.11784511784511785,0.03956228956228956,0.023148148148148147,0.1026936026936027,0.7167508417508418
1285,025,1553,"WARD 7, PRECINCT 9",1028,88,185,176,129,55,15,74,76,1553,1,0.6619446233097231,0.056664520283322604,0.11912427559562137,0.11332904056664521,0.0489375402446877,1280,0.08306503541532517,0.03541532517707663,0.009658725048293626,0.04764971023824855,0.824211204121056
1286,025,2511,"WARD 5, PRECINCT 7",2055,24,125,214,110,130,42,205,93,2511,1,0.8183990442054958,0.009557945041816009,0.04978096375945838,0.08522500995619275,0.037037037037037035,2024,0.04380724810832338,0.051772202309836715,0.016726403823178016,0.08164078056551174,0.8060533651931502
1287,025,1575,"WARD 17, PRECINCT 13",821,391,143,149,152,111,97,110,71,1575,1,0.5212698412698412,0.24825396825396825,0.09079365079365079,0.0946031746031746,0.04507936507936508,1105,0.09650793650793651,0.07047619047619047,0.061587301587301586,0.06984126984126984,0.7015873015873015
1288,025,7242,"WARD 5, PRECINCT 1",4297,326,424,2050,154,225,214,531,145,7242,1,0.5933443800055234,0.045015189174261255,0.05854736260701464,0.28307097486882077,0.020022093344380005,6118,0.021264843965755315,0.03106876553438277,0.029549848108257386,0.07332228666114333,0.8447942557304612
1289,025,1952,"WARD 18, PRECINCT 15",166,1278,418,19,38,105,195,95,71,1952,1,0.08504098360655737,0.6547131147540983,0.21413934426229508,0.00973360655737705,0.03637295081967213,1519,0.0194672131147541,0.053790983606557374,0.09989754098360656,0.048668032786885244,0.7781762295081968
1290,025,2167,"WARD 7, PRECINCT 2",1998,15,56,56,329,41,19,109,42,2167,1,0.9220119981541302,0.00692201199815413,0.025842178126442086,0.025842178126442086,0.019381633594831565,1669,0.15182279649284725,0.018920166128287955,0.008767881864328565,0.050299953853253344,0.7701892016612829
1291,025,1390,"WARD 22, PRECINCT 13",1065,31,112,132,61,33,19,109,50,1390,1,0.7661870503597122,0.022302158273381296,0.08057553956834532,0.09496402877697842,0.03597122302158273,1168,0.04388489208633094,0.023741007194244605,0.013669064748201438,0.07841726618705036,0.8402877697841726
1292,025,1739,"WARD 20, PRECINCT 6",1463,39,86,108,315,146,56,315,43,1739,1,0.8412880966072456,0.022426682001150087,0.04945370902817711,0.0621046578493387,0.024726854514088556,907,0.18113858539390454,0.08395629672225417,0.03220241518113859,0.18113858539390454,0.5215641173087981
1293,025,4052,"WARD 9, PRECINCT 3",1082,1133,1206,448,36,105,238,182,183,4052,1,0.26702862783810466,0.27961500493583413,0.2976307996051333,0.11056268509378085,0.04516288252714709,3491,0.008884501480750246,0.025913129318854887,0.05873642645607108,0.04491609081934847,0.8615498519249754
1294,025,756,"WARD 5, PRECINCT 5",676,9,22,26,42,54,13,85,23,756,1,0.8941798941798942,0.011904761904761904,0.0291005291005291,0.03439153439153439,0.03042328042328042,562,0.05555555555555555,0.07142857142857142,0.017195767195767195,0.11243386243386243,0.7433862433862434
1295,025,2142,"WARD 18, PRECINCT 3",42,1695,274,7,33,82,247,69,124,2142,1,0.0196078431372549,0.7913165266106442,0.12791783380018673,0.0032679738562091504,0.05788982259570495,1711,0.015406162464985995,0.03828197945845005,0.11531279178338003,0.03221288515406162,0.7987861811391224
1296,025,4471,"WARD 21, PRECINCT 1",2252,165,365,1478,39,59,25,150,211,4471,1,0.503690449563856,0.0369044956385596,0.08163721762469246,0.3305748154775218,0.047193021695370166,4198,0.008722880787295906,0.013196152985909192,0.005591590248266607,0.03354954148959964,0.9389398344889287
1297,025,3136,"WARD 21, PRECINCT 9",1575,255,392,774,37,65,39,158,140,3136,1,0.5022321428571429,0.08131377551020408,0.125,0.24681122448979592,0.044642857142857144,2837,0.011798469387755101,0.02072704081632653,0.012436224489795918,0.05038265306122449,0.904655612244898
1298,025,2821,"WARD 15, PRECINCT 4",338,766,499,517,25,70,123,50,701,2821,1,0.11981566820276497,0.271534916696207,0.17688762850053172,0.18326834455866714,0.24849344204182913,2553,0.008862105636299186,0.02481389578163772,0.04360155973059199,0.01772421127259837,0.9049982275788727
1299,025,1926,"WARD 5, PRECINCT 3",1645,18,67,134,66,122,35,202,62,1926,1,0.8541017653167186,0.009345794392523364,0.0347871235721703,0.0695742471443406,0.032191069574247146,1501,0.03426791277258567,0.06334371754932502,0.018172377985462097,0.10488058151609553,0.7793354101765316
1300,025,1864,"WARD 20, PRECINCT 5",1431,86,187,122,367,75,53,216,38,1864,1,0.7677038626609443,0.046137339055793994,0.10032188841201717,0.06545064377682404,0.0203862660944206,1153,0.1968884120171674,0.040236051502145924,0.028433476394849784,0.11587982832618025,0.6185622317596566
1301,025,1877,"WARD 8, PRECINCT 1",631,375,535,256,26,74,88,115,80,1877,1,0.33617474693660093,0.19978689397975494,0.2850293020777837,0.13638785295684602,0.042621204049014386,1574,0.013851891315929675,0.03942461374533831,0.046883324453915826,0.06126798082045818,0.838572189664358
1302,025,1912,"WARD 1, PRECINCT 10",489,62,1186,68,32,21,29,60,107,1912,1,0.2557531380753138,0.032426778242677826,0.6202928870292888,0.03556485355648536,0.05596234309623431,1770,0.016736401673640166,0.010983263598326359,0.015167364016736401,0.03138075313807531,0.9257322175732218
1303,025,2340,"WARD 5, PRECINCT 6",1793,111,201,157,80,123,40,183,78,2340,1,0.7662393162393163,0.047435897435897434,0.0858974358974359,0.06709401709401709,0.03333333333333333,1914,0.03418803418803419,0.052564102564102565,0.017094017094017096,0.0782051282051282,0.8179487179487179
1304,025,4068,"WARD 4, PRECINCT 7",2085,344,385,1049,20,68,45,104,205,4068,1,0.5125368731563422,0.08456243854473942,0.09464110127826943,0.257866273352999,0.05039331366764995,3831,0.004916420845624385,0.01671583087512291,0.011061946902654867,0.025565388397246803,0.9417404129793511
1305,025,2686,"WARD 11, PRECINCT 4",742,644,1020,139,29,94,146,200,141,2686,1,0.276247207743857,0.23976172747580043,0.379746835443038,0.051749813849590466,0.05249441548771407,2217,0.010796723752792257,0.034996276991809384,0.054355919583023084,0.07446016381236038,0.8253909158600149
1306,025,2504,"WARD 11, PRECINCT 8",1414,216,357,379,49,188,94,385,138,2504,1,0.5646964856230032,0.08626198083067092,0.14257188498402557,0.15135782747603835,0.05511182108626198,1788,0.019568690095846646,0.07507987220447285,0.037539936102236424,0.15375399361022365,0.7140575079872205
1307,025,3161,"WARD 12, PRECINCT 7",154,1670,1162,26,23,77,228,91,149,3161,1,0.04871875988611199,0.5283138247390067,0.3676051882315723,0.008225245175577349,0.04713698196773173,2742,0.007276178424549193,0.024359379943055995,0.07212907307813983,0.028788358114520723,0.8674470104397343
1308,025,1374,"WARD 11, PRECINCT 6",689,140,384,82,29,144,49,211,79,1374,1,0.5014556040756915,0.10189228529839883,0.2794759825327511,0.05967976710334789,0.05749636098981077,941,0.021106259097525473,0.10480349344978165,0.03566229985443959,0.15356622998544395,0.6848617176128093
1309,025,2184,"WARD 11, PRECINCT 5",622,516,846,103,36,86,105,210,97,2184,1,0.2847985347985348,0.23626373626373626,0.3873626373626374,0.04716117216117216,0.044413919413919416,1747,0.016483516483516484,0.039377289377289376,0.04807692307692308,0.09615384615384616,0.799908424908425
1310,025,1548,"WARD 11, PRECINCT 3",138,742,537,47,16,53,139,49,84,1548,1,0.08914728682170543,0.479328165374677,0.34689922480620156,0.030361757105943153,0.05426356589147287,1291,0.0103359173126615,0.034237726098191215,0.08979328165374677,0.03165374677002584,0.8339793281653747
1311,025,1194,"WARD 12, PRECINCT 8",58,602,421,11,8,35,93,32,102,1194,1,0.048576214405360134,0.5041876046901173,0.3525963149078727,0.009212730318257957,0.08542713567839195,1026,0.006700167504187605,0.02931323283082077,0.07788944723618091,0.02680067001675042,0.8592964824120602
1312,025,1485,"WARD 14, PRECINCT 7",48,847,447,27,12,74,99,32,116,1485,1,0.03232323232323232,0.5703703703703704,0.301010101010101,0.01818181818181818,0.07811447811447811,1268,0.00808080808080808,0.04983164983164983,0.06666666666666667,0.02154882154882155,0.8538720538720539
1313,025,1967,"WARD 20, PRECINCT 2",1212,203,357,99,144,137,52,325,96,1967,1,0.6161667513980681,0.10320284697508897,0.18149466192170818,0.05033045246568378,0.04880528723945094,1309,0.07320793085917641,0.06964921199796645,0.026436197254702594,0.1652262328418912,0.6654804270462633
1314,025,2391,"WARD 18, PRECINCT 10",1386,358,457,98,152,157,90,454,92,2391,1,0.5796737766624843,0.14972814721873692,0.19113341698034295,0.040987034713508994,0.03847762442492681,1538,0.06357172731074864,0.06566290255123379,0.037641154328732745,0.18987871183605187,0.643245503973233
1315,025,1604,"WARD 14, PRECINCT 14",23,1191,285,0,15,67,142,32,105,1604,1,0.014339152119700748,0.7425187032418953,0.17768079800498754,0.0,0.06546134663341646,1348,0.009351620947630923,0.04177057356608479,0.0885286783042394,0.0199501246882793,0.8403990024937655
1316,025,1856,"WARD 2, PRECINCT 4",1118,172,338,127,138,62,43,158,101,1856,1,0.6023706896551724,0.09267241379310345,0.18211206896551724,0.06842672413793104,0.05441810344827586,1455,0.07435344827586207,0.0334051724137931,0.023168103448275863,0.08512931034482758,0.7839439655172413
1317,025,1639,"WARD 2, PRECINCT 3",1453,16,71,52,134,135,32,187,47,1639,1,0.8865161683953631,0.009762050030506406,0.043319097010372176,0.03172666259914582,0.02867602196461257,1151,0.08175716900549115,0.08236729713239781,0.019524100061012812,0.11409395973154363,0.7022574740695546
1318,025,1873,"WARD 7, PRECINCT 4",1557,52,144,70,165,55,13,79,50,1873,1,0.8312867058195409,0.027762947143619862,0.07688200747463962,0.03737319807794982,0.026695141484249868,1561,0.08809396689802455,0.029364655632674853,0.0069407367859049655,0.04217832354511479,0.8334223171382809
1319,025,2492,"WARD 3, PRECINCT 3",2170,26,88,114,101,52,27,195,94,2492,1,0.8707865168539326,0.01043338683788122,0.03531300160513644,0.045746388443017656,0.0377207062600321,2117,0.04052969502407704,0.02086677367576244,0.010834670947030497,0.07825040128410915,0.8495184590690209
1320,025,2242,"WARD 6, PRECINCT 5",2036,13,76,58,185,45,21,123,59,2242,1,0.9081177520071365,0.005798394290811775,0.03389830508474576,0.025869759143621766,0.02631578947368421,1868,0.08251561106155218,0.02007136485280999,0.00936663693131133,0.054861730597680645,0.8331846565566459
1321,025,2953,"WARD 1, PRECINCT 8",815,118,1731,194,78,48,59,134,95,2953,1,0.27599051811716896,0.03995936335929563,0.5861835421605147,0.0656959024720623,0.032170673890958346,2634,0.026413816457839485,0.016254656281747375,0.019979681679647816,0.04537758211987809,0.8919742634608873
1322,025,2119,"WARD 1, PRECINCT 9",724,36,1198,52,61,51,28,83,109,2119,1,0.341670599339311,0.016989145823501653,0.5653610193487494,0.024539877300613498,0.05143935818782445,1896,0.02878716375648891,0.02406795658329401,0.013213780084945729,0.039169419537517694,0.8947616800377537
1323,025,2601,"WARD 1, PRECINCT 7",816,71,1509,83,46,41,45,96,122,2601,1,0.3137254901960784,0.027297193387158785,0.580161476355248,0.031910803537101115,0.04690503652441369,2373,0.01768550557477893,0.015763168012302962,0.01730103806228374,0.03690888119953864,0.9123414071510957
1324,025,2119,"WARD 1, PRECINCT 2",904,41,966,81,52,40,21,81,127,2119,1,0.42661632845681924,0.019348749410099102,0.45587541293062767,0.038225578102878716,0.059933931099575274,1925,0.024539877300613498,0.018876828692779613,0.009910335063709298,0.038225578102878716,0.9084473808400189
1325,025,1920,"WARD 7, PRECINCT 6",1135,178,351,176,89,28,36,85,80,1920,1,0.5911458333333334,0.09270833333333334,0.1828125,0.09166666666666666,0.041666666666666664,1682,0.04635416666666667,0.014583333333333334,0.01875,0.044270833333333336,0.8760416666666667
1326,025,2521,"WARD 6, PRECINCT 3",2237,21,86,123,183,52,25,114,54,2521,1,0.8873462911543039,0.008330027766759222,0.03411344704482348,0.04879016263387544,0.021420071400238,2147,0.07259024196747323,0.020626735422451407,0.009916699722332408,0.04522015073383578,0.8516461721539071
1327,025,1683,"WARD 13, PRECINCT 9",763,188,164,367,105,71,44,104,201,1683,1,0.4533571004159239,0.11170528817587641,0.0974450386215092,0.21806298276886513,0.11942959001782531,1359,0.062388591800356503,0.0421865715983363,0.026143790849673203,0.061794414735591205,0.8074866310160428
1328,025,2123,"WARD 13, PRECINCT 10",1530,96,141,241,314,155,39,181,115,2123,1,0.7206782854451248,0.045219029674988226,0.06641544983513896,0.11351860574658502,0.054168629298162976,1434,0.14790390956194066,0.0730098916627414,0.018370230805463968,0.08525671219971738,0.6754592557701365
1329,025,1376,"WARD 15, PRECINCT 8",169,379,285,411,38,38,66,53,132,1376,1,0.12281976744186046,0.2754360465116279,0.20712209302325582,0.29869186046511625,0.09593023255813954,1181,0.027616279069767442,0.027616279069767442,0.04796511627906977,0.038517441860465115,0.8582848837209303
1330,025,2201,"WARD 5, PRECINCT 2A",1096,121,161,705,19,38,34,96,118,2201,1,0.497955474784189,0.05497501135847342,0.07314856883234894,0.3203089504770559,0.05361199454793276,2014,0.008632439800090867,0.017264879600181735,0.015447523852794184,0.04361653793730123,0.915038618809632
1331,025,2164,"WARD 6, PRECINCT 4",1883,12,70,128,219,64,18,126,71,2164,1,0.8701478743068392,0.005545286506469501,0.03234750462107209,0.059149722735674676,0.032809611829944546,1737,0.1012014787430684,0.029574861367837338,0.00831792975970425,0.05822550831792976,0.8026802218114603
1332,025,1730,"WARD 6, PRECINCT 6",1640,13,33,19,294,33,19,81,25,1730,1,0.9479768786127167,0.007514450867052023,0.01907514450867052,0.010982658959537572,0.014450867052023121,1303,0.1699421965317919,0.01907514450867052,0.010982658959537572,0.04682080924855491,0.7531791907514451
1333,025,1494,"WARD 15, PRECINCT 9",240,346,257,430,25,46,49,59,221,1494,1,0.1606425702811245,0.23159303882195448,0.17202141900937082,0.2878179384203481,0.14792503346720215,1315,0.01673360107095047,0.030789825970548863,0.03279785809906292,0.039491298527443104,0.8801874163319946
1334,025,1841,"WARD 16, PRECINCT 5",790,338,187,385,183,70,50,104,141,1841,1,0.42911461162411735,0.18359587180879958,0.10157523085279739,0.20912547528517111,0.07658881042911461,1434,0.09940249864204237,0.03802281368821293,0.027159152634437807,0.056491037479630635,0.7789244975556763
1335,025,2000,"WARD 16, PRECINCT 3",398,659,254,529,46,117,91,79,160,2000,1,0.199,0.3295,0.127,0.2645,0.08,1667,0.023,0.0585,0.0455,0.0395,0.8335
1336,025,1738,"WARD 16, PRECINCT 8",1031,270,162,192,297,108,52,126,83,1738,1,0.593210586881473,0.15535097813578827,0.09321058688147296,0.11047180667433831,0.047756041426927506,1155,0.17088607594936708,0.06214039125431531,0.02991944764096663,0.07249712313003452,0.6645569620253164
1337,025,1932,"WARD 18, PRECINCT 16",1007,459,297,76,291,114,110,185,93,1932,1,0.5212215320910973,0.2375776397515528,0.15372670807453417,0.039337474120082816,0.04813664596273292,1232,0.15062111801242237,0.059006211180124224,0.056935817805383024,0.09575569358178054,0.6376811594202898
1338,025,1852,"WARD 18, PRECINCT 17",466,725,538,46,142,65,144,105,77,1852,1,0.25161987041036715,0.39146868250539957,0.29049676025917925,0.024838012958963283,0.041576673866090715,1396,0.07667386609071274,0.03509719222462203,0.07775377969762419,0.05669546436285097,0.7537796976241901
1339,025,1279,"WARD 20, PRECINCT 8",951,77,165,38,126,102,28,220,48,1279,1,0.743549648162627,0.060203283815480846,0.12900703674745895,0.029710711493354185,0.03752931978107897,803,0.0985144644253323,0.0797498045347928,0.0218921032056294,0.17200938232994528,0.6278342455043002
1340,025,2015,"WARD 22, PRECINCT 9",1391,51,114,373,58,49,30,146,86,2015,1,0.6903225806451613,0.025310173697270472,0.05657568238213399,0.18511166253101738,0.042679900744416875,1732,0.028784119106699754,0.024317617866004962,0.01488833746898263,0.07245657568238213,0.8595533498759306
1341,025,2601,"WARD 1, PRECINCT 6",818,65,1514,66,65,33,49,90,138,2601,1,0.3144944252210688,0.024990388312187622,0.5820838139177239,0.025374855824682813,0.0530565167243368,2364,0.024990388312187622,0.012687427912341407,0.018838908112264515,0.03460207612456748,0.908881199538639
1342,025,1522,"WARD 19, PRECINCT 1",1097,78,193,82,24,159,86,273,72,1522,1,0.7207621550591328,0.051248357424441525,0.12680683311432325,0.05387647831800263,0.04730617608409987,980,0.01576872536136662,0.10446780551905388,0.056504599211563734,0.17936925098554535,0.6438896189224704
1343,025,2841,"WARD 5, PRECINCT 4",2186,100,209,241,56,100,31,210,105,2841,1,0.7694473776839141,0.03519887363604365,0.07356564589933122,0.0848292854628652,0.03695881731784583,2444,0.019711369236184443,0.03519887363604365,0.010911650827173531,0.07391763463569166,0.8602604716649067
1344,025,2775,"WARD 21, PRECINCT 5",1583,81,277,691,11,46,21,146,143,2775,1,0.5704504504504504,0.02918918918918919,0.09981981981981981,0.24900900900900902,0.05153153153153153,2551,0.003963963963963964,0.016576576576576577,0.0075675675675675675,0.05261261261261261,0.9192792792792793
1345,025,2038,"WARD 13, PRECINCT 1",88,825,725,53,15,54,150,46,347,2038,1,0.04317958783120707,0.4048086359175662,0.35574092247301276,0.026005888125613347,0.17026496565260058,1773,0.007360157016683023,0.02649656526005888,0.07360157016683022,0.022571148184494603,0.8699705593719332
1346,025,948,"WARD 20, PRECINCT 14",844,19,38,34,293,66,18,143,13,948,1,0.890295358649789,0.020042194092827006,0.04008438818565401,0.035864978902953586,0.013713080168776372,428,0.3090717299578059,0.06962025316455696,0.0189873417721519,0.15084388185654007,0.45147679324894513
1347,025,1375,"WARD 20, PRECINCT 4",1084,51,123,52,63,166,50,321,65,1375,1,0.7883636363636364,0.03709090909090909,0.08945454545454545,0.03781818181818182,0.04727272727272727,775,0.04581818181818182,0.12072727272727272,0.03636363636363636,0.23345454545454544,0.5636363636363636
1348,025,2195,"WARD 22, PRECINCT 7",1565,57,211,212,75,70,28,204,150,2195,1,0.7129840546697038,0.025968109339407745,0.09612756264236902,0.09658314350797266,0.0683371298405467,1818,0.03416856492027335,0.03189066059225513,0.01275626423690205,0.0929384965831435,0.828246013667426
1349,025,1675,"WARD 2, PRECINCT 5",1529,9,49,38,204,81,23,193,50,1675,1,0.9128358208955224,0.005373134328358209,0.029253731343283584,0.022686567164179106,0.029850746268656716,1174,0.1217910447761194,0.04835820895522388,0.01373134328358209,0.11522388059701492,0.7008955223880597
1350,025,1137,"WARD 12, PRECINCT 3",95,635,291,34,8,41,150,38,82,1137,1,0.08355321020228672,0.5584872471416007,0.2559366754617414,0.02990325417766051,0.07211961301671065,900,0.007036059806508356,0.03605980650835532,0.13192612137203166,0.03342128408091469,0.7915567282321899
1351,025,1341,"WARD 19, PRECINCT 12",726,198,311,46,63,196,62,208,60,1341,1,0.5413870246085011,0.1476510067114094,0.2319164802386279,0.0343027591349739,0.0447427293064877,812,0.04697986577181208,0.14615958240119314,0.04623415361670395,0.15510812826249068,0.6055182699478001
1352,025,1687,"WARD 6, PRECINCT 2",1156,71,251,141,120,29,29,92,68,1687,1,0.6852400711321873,0.04208654416123296,0.14878482513337285,0.08358032009484291,0.04030823947836396,1417,0.07113218731475993,0.017190278601066984,0.017190278601066984,0.054534676941315946,0.8399525785417902
1353,025,2682,"WARD 5, PRECINCT 8",2103,59,141,258,85,123,28,180,121,2682,1,0.7841163310961968,0.021998508575689784,0.052572706935123045,0.09619686800894854,0.045115585384041756,2266,0.03169276659209545,0.04586129753914989,0.010439970171513796,0.06711409395973154,0.8448918717375093
1354,025,2057,"WARD 4, PRECINCT 4",1301,304,214,150,54,154,74,155,88,2057,1,0.6324744773942635,0.14778804083616917,0.10403500243072436,0.07292173067574137,0.0427807486631016,1620,0.026251823043266894,0.0748663101604278,0.03597472046669908,0.07535245503159942,0.7875546912980068
1355,025,1249,"WARD 8, PRECINCT 7",108,591,369,22,13,41,70,31,159,1249,1,0.08646917534027222,0.4731785428342674,0.2954363490792634,0.017614091273018415,0.12730184147317855,1094,0.010408326661329063,0.03282626100880705,0.05604483586869496,0.024819855884707767,0.8759007205764612
1356,025,2164,"WARD 9, PRECINCT 1",765,203,618,519,47,82,123,188,59,2164,1,0.35351201478743066,0.09380776340110905,0.2855822550831793,0.23983364140480593,0.027264325323475048,1724,0.021719038817005546,0.03789279112754159,0.05683918669131238,0.08687615526802218,0.7966728280961183
1357,025,1921,"WARD 21, PRECINCT 15",1315,60,140,325,13,38,17,150,81,1921,1,0.6845393024466424,0.031233732431025507,0.07287870900572618,0.1691827173347215,0.042165538781884435,1703,0.00676730869338886,0.01978136387298282,0.008849557522123894,0.07808433107756377,0.8865174388339406
1358,025,4164,"WARD 4, PRECINCT 2",2722,349,334,575,101,170,145,339,184,4164,1,0.6536983669548511,0.08381364073006724,0.08021133525456292,0.13808837656099904,0.04418828049951969,3409,0.02425552353506244,0.040826128722382324,0.034822286263208456,0.0814121037463977,0.8186839577329491
1359,025,724,"WARD 13, PRECINCT 2",38,350,196,27,4,29,48,19,113,724,1,0.052486187845303865,0.48342541436464087,0.27071823204419887,0.03729281767955801,0.15607734806629833,624,0.0055248618784530384,0.04005524861878453,0.06629834254143646,0.026243093922651933,0.861878453038674
1360,025,1799,"WARD 8, PRECINCT 5",119,578,352,53,8,45,113,39,697,1799,1,0.06614785992217899,0.32128960533629797,0.19566425792106726,0.029460811561978877,0.38743746525847694,1594,0.0044469149527515284,0.02501389660922735,0.06281267370761534,0.0216787103946637,0.886047804335742
1361,025,1341,"WARD 13, PRECINCT 5",269,419,289,33,19,52,53,51,331,1341,1,0.20059656972408652,0.3124533929903057,0.21551081282624907,0.024608501118568233,0.24683072334079045,1166,0.014168530947054437,0.03877703206562267,0.0395227442207308,0.03803131991051454,0.8695003728560775
1362,025,4101,"WARD 3, PRECINCT 7",2911,202,328,543,148,367,91,437,117,4101,1,0.7098268714947574,0.04925627895635211,0.07998049256278957,0.1324067300658376,0.02852962692026335,3058,0.03608875883930748,0.08949036820287734,0.022189709826871493,0.10655937576200927,0.7456717873689344
1363,025,1717,"WARD 14, PRECINCT 9",31,764,797,12,11,53,101,31,113,1717,1,0.0180547466511357,0.44496214327315087,0.46418171228887595,0.006988934187536401,0.06581246359930111,1521,0.0064065230052417,0.030867792661619105,0.058823529411764705,0.0180547466511357,0.8858474082702388
1364,025,2469,"WARD 18, PRECINCT 21",40,1920,373,7,15,133,333,85,129,2469,1,0.016200891049007696,0.7776427703523694,0.15107330903199676,0.0028351559335763467,0.05224787363304982,1903,0.006075334143377886,0.05386796273795059,0.13487241798298907,0.03442689347914135,0.7707573916565411
1365,025,1678,"WARD 14, PRECINCT 11",73,1037,434,22,13,88,134,33,112,1678,1,0.043504171632896306,0.6179976162097736,0.2586412395709178,0.013110846245530394,0.066746126340882,1410,0.0077473182359952325,0.052443384982121574,0.07985697258641239,0.01966626936829559,0.8402860548271752
1366,025,1944,"WARD 18, PRECINCT 2",16,1512,290,6,18,75,188,49,120,1944,1,0.00823045267489712,0.7777777777777778,0.14917695473251028,0.0030864197530864196,0.06172839506172839,1614,0.009259259259259259,0.038580246913580245,0.09670781893004116,0.025205761316872428,0.8302469135802469
1367,025,2073,"WARD 10, PRECINCT 3",1083,156,255,467,25,33,40,55,112,2073,1,0.5224312590448625,0.07525325615050651,0.12301013024602026,0.2252773757838881,0.054027978774722624,1920,0.0120598166907863,0.015918958031837915,0.01929570670525808,0.02653159671972986,0.9261939218523878
